success,trial_type,trial_index,time_elapsed,internal_node_id,ID,StartTime,EndTime,rt,stimulus,response,task,question_order,stim,answer,Score
,survey-multi-choice,19,140932,0.0-2.0-17.0,329254,2023/10/18 15:33,2023/10/18 15:36,5434,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,150796,0.0-2.0-18.0,329254,2023/10/18 15:33,2023/10/18 15:36,9858,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,157140,0.0-2.0-19.0,329254,2023/10/18 15:33,2023/10/18 15:36,6337,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,160560,0.0-3.0,329254,2023/10/18 15:33,2023/10/18 15:36,3416,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,3070,0.0-0.0,1034994,2023/10/18 15:34,2023/10/18 15:37,,,,,,,,0
,html-keyboard-response,1,8630,0.0-1.0,1034994,2023/10/18 15:34,2023/10/18 15:37,5559,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,12619,0.0-2.0-0.0,1034994,2023/10/18 15:34,2023/10/18 15:37,3988,,Array,vocab_task,Array,,,1
,survey-multi-choice,3,18614,0.0-2.0-1.0,1034994,2023/10/18 15:34,2023/10/18 15:37,5993,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,22179,0.0-2.0-2.0,1034994,2023/10/18 15:34,2023/10/18 15:37,3562,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,28796,0.0-2.0-3.0,1034994,2023/10/18 15:34,2023/10/18 15:37,6614,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,34482,0.0-2.0-4.0,1034994,2023/10/18 15:34,2023/10/18 15:37,5684,,Array,vocab_task,Array,,,0
,survey-multi-choice,7,38587,0.0-2.0-5.0,1034994,2023/10/18 15:34,2023/10/18 15:37,4102,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,45448,0.0-2.0-6.0,1034994,2023/10/18 15:34,2023/10/18 15:37,6858,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,52565,0.0-2.0-7.0,1034994,2023/10/18 15:34,2023/10/18 15:37,7114,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,64020,0.0-2.0-8.0,1034994,2023/10/18 15:34,2023/10/18 15:37,11453,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,73002,0.0-2.0-9.0,1034994,2023/10/18 15:34,2023/10/18 15:37,8980,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,79729,0.0-2.0-10.0,1034994,2023/10/18 15:34,2023/10/18 15:37,6725,,Array,vocab_task,Array,,,1
,survey-multi-choice,13,94079,0.0-2.0-11.0,1034994,2023/10/18 15:34,2023/10/18 15:37,14347,,Array,vocab_task,Array,,,0
,survey-multi-choice,14,102851,0.0-2.0-12.0,1034994,2023/10/18 15:34,2023/10/18 15:37,8769,,Array,vocab_task,Array,,,0
,survey-multi-choice,15,110209,0.0-2.0-13.0,1034994,2023/10/18 15:34,2023/10/18 15:37,7356,,Array,vocab_task,Array,,,0
,survey-multi-choice,16,123901,0.0-2.0-14.0,1034994,2023/10/18 15:34,2023/10/18 15:37,13689,,Array,vocab_task,Array,,,0
,survey-multi-choice,17,135618,0.0-2.0-15.0,1034994,2023/10/18 15:34,2023/10/18 15:37,11715,,Array,vocab_task,Array,,,0
,survey-multi-choice,18,146875,0.0-2.0-16.0,1034994,2023/10/18 15:34,2023/10/18 15:37,11255,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,159987,0.0-2.0-17.0,1034994,2023/10/18 15:34,2023/10/18 15:37,13108,,Array,vocab_task,Array,,,1
,survey-multi-choice,20,175042,0.0-2.0-18.0,1034994,2023/10/18 15:34,2023/10/18 15:37,15053,,Array,vocab_task,Array,,,1
,survey-multi-choice,21,183702,0.0-2.0-19.0,1034994,2023/10/18 15:34,2023/10/18 15:37,8658,,Array,vocab_task,Array,,,2
,html-keyboard-response,22,185998,0.0-3.0,1034994,2023/10/18 15:34,2023/10/18 15:37,2294,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,3077,0.0-0.0,945548,2023/10/18 15:33,2023/10/18 15:40,,,,,,,,0
,html-keyboard-response,1,8265,0.0-1.0,945548,2023/10/18 15:33,2023/10/18 15:40,5180,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,26364,0.0-2.0-0.0,945548,2023/10/18 15:33,2023/10/18 15:40,18093,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,33951,0.0-2.0-1.0,945548,2023/10/18 15:33,2023/10/18 15:40,7570,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,39837,0.0-2.0-2.0,945548,2023/10/18 15:33,2023/10/18 15:40,5869,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,55059,0.0-2.0-3.0,945548,2023/10/18 15:33,2023/10/18 15:40,15207,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,68079,0.0-2.0-4.0,945548,2023/10/18 15:33,2023/10/18 15:40,13005,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,75443,0.0-2.0-5.0,945548,2023/10/18 15:33,2023/10/18 15:40,7348,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,86628,0.0-2.0-6.0,945548,2023/10/18 15:33,2023/10/18 15:40,11169,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,99695,0.0-2.0-7.0,945548,2023/10/18 15:33,2023/10/18 15:40,13052,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,107407,0.0-2.0-8.0,945548,2023/10/18 15:33,2023/10/18 15:40,7697,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,128499,0.0-2.0-9.0,945548,2023/10/18 15:33,2023/10/18 15:40,21077,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,174064,0.0-2.0-10.0,945548,2023/10/18 15:33,2023/10/18 15:40,45550,,Array,vocab_task,Array,,,1
,survey-multi-choice,13,181091,0.0-2.0-11.0,945548,2023/10/18 15:33,2023/10/18 15:40,7012,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,211387,0.0-2.0-12.0,945548,2023/10/18 15:33,2023/10/18 15:40,30281,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,241674,0.0-2.0-13.0,945548,2023/10/18 15:33,2023/10/18 15:40,30272,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,272630,0.0-2.0-14.0,945548,2023/10/18 15:33,2023/10/18 15:40,30941,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,295830,0.0-2.0-15.0,945548,2023/10/18 15:33,2023/10/18 15:40,23185,,Array,vocab_task,Array,,,1
,survey-multi-choice,18,326999,0.0-2.0-16.0,945548,2023/10/18 15:33,2023/10/18 15:40,31153,,Array,vocab_task,Array,,,2
,survey-multi-choice,19,344285,0.0-2.0-17.0,945548,2023/10/18 15:33,2023/10/18 15:40,17271,,Array,vocab_task,Array,,,2
,survey-multi-choice,20,372291,0.0-2.0-18.0,945548,2023/10/18 15:33,2023/10/18 15:40,27998,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,398442,0.0-2.0-19.0,945548,2023/10/18 15:33,2023/10/18 15:40,26135,,Array,vocab_task,Array,,,2
,html-keyboard-response,22,400271,0.0-3.0,945548,2023/10/18 15:33,2023/10/18 15:40,1822,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,2975,0.0-0.0,4639437,2023/10/18 15:40,2023/10/18 15:41,,,,,,,,0
,html-keyboard-response,1,9261,0.0-1.0,4639437,2023/10/18 15:40,2023/10/18 15:41,6282,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,17160,0.0-2.0-0.0,4639437,2023/10/18 15:40,2023/10/18 15:41,7894,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,20642,0.0-2.0-1.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3476,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,24194,0.0-2.0-2.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3546,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,28538,0.0-2.0-3.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4338,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,33827,0.0-2.0-4.0,4639437,2023/10/18 15:40,2023/10/18 15:41,5283,,Array,vocab_task,Array,,,1
,survey-multi-choice,7,36854,0.0-2.0-5.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3022,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,41723,0.0-2.0-6.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4862,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,50138,0.0-2.0-7.0,4639437,2023/10/18 15:40,2023/10/18 15:41,8411,,Array,vocab_task,Array,,,0
,survey-multi-choice,10,55563,0.0-2.0-8.0,4639437,2023/10/18 15:40,2023/10/18 15:41,5419,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,62306,0.0-2.0-9.0,4639437,2023/10/18 15:40,2023/10/18 15:41,6738,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,65578,0.0-2.0-10.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3266,,Array,vocab_task,Array,,,0
,survey-multi-choice,13,69706,0.0-2.0-11.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4122,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,76382,0.0-2.0-12.0,4639437,2023/10/18 15:40,2023/10/18 15:41,6670,,Array,vocab_task,Array,,,0
,survey-multi-choice,15,80075,0.0-2.0-13.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3686,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,84138,0.0-2.0-14.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4058,,Array,vocab_task,Array,,,2
,survey-multi-choice,17,88898,0.0-2.0-15.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4755,,Array,vocab_task,Array,,,0
,survey-multi-choice,18,93438,0.0-2.0-16.0,4639437,2023/10/18 15:40,2023/10/18 15:41,4535,,Array,vocab_task,Array,,,0
,survey-multi-choice,19,98986,0.0-2.0-17.0,4639437,2023/10/18 15:40,2023/10/18 15:41,5543,,Array,vocab_task,Array,,,0
,survey-multi-choice,20,101854,0.0-2.0-18.0,4639437,2023/10/18 15:40,2023/10/18 15:41,2863,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,105237,0.0-2.0-19.0,4639437,2023/10/18 15:40,2023/10/18 15:41,3378,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,107338,0.0-3.0,4639437,2023/10/18 15:40,2023/10/18 15:41,2095,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,6888,0.0-0.0,669855,2023/10/18 15:36,2023/10/18 15:40,,,,,,,,0
,html-keyboard-response,1,14855,0.0-1.0,669855,2023/10/18 15:36,2023/10/18 15:40,7964,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,28675,0.0-2.0-0.0,669855,2023/10/18 15:36,2023/10/18 15:40,13818,,Array,vocab_task,Array,,,2
,survey-multi-choice,3,45055,0.0-2.0-1.0,669855,2023/10/18 15:36,2023/10/18 15:40,16378,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,52582,0.0-2.0-2.0,669855,2023/10/18 15:36,2023/10/18 15:40,7525,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,60501,0.0-2.0-3.0,669855,2023/10/18 15:36,2023/10/18 15:40,7918,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,68502,0.0-2.0-4.0,669855,2023/10/18 15:36,2023/10/18 15:40,7999,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,75414,0.0-2.0-5.0,669855,2023/10/18 15:36,2023/10/18 15:40,6910,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,84031,0.0-2.0-6.0,669855,2023/10/18 15:36,2023/10/18 15:40,8616,,Array,vocab_task,Array,,,0
,survey-multi-choice,9,91079,0.0-2.0-7.0,669855,2023/10/18 15:36,2023/10/18 15:40,7046,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,126365,0.0-2.0-8.0,669855,2023/10/18 15:36,2023/10/18 15:40,35284,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,136169,0.0-2.0-9.0,669855,2023/10/18 15:36,2023/10/18 15:40,9802,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,150141,0.0-2.0-10.0,669855,2023/10/18 15:36,2023/10/18 15:40,13971,,Array,vocab_task,Array,,,2
,survey-multi-choice,13,177128,0.0-2.0-11.0,669855,2023/10/18 15:36,2023/10/18 15:40,26985,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,190194,0.0-2.0-12.0,669855,2023/10/18 15:36,2023/10/18 15:40,13064,,Array,vocab_task,Array,,,1
,survey-multi-choice,15,208490,0.0-2.0-13.0,669855,2023/10/18 15:36,2023/10/18 15:40,18295,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,224551,0.0-2.0-14.0,669855,2023/10/18 15:36,2023/10/18 15:40,16058,,Array,vocab_task,Array,,,1
,survey-multi-choice,17,232716,0.0-2.0-15.0,669855,2023/10/18 15:36,2023/10/18 15:40,8163,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,240143,0.0-2.0-16.0,669855,2023/10/18 15:36,2023/10/18 15:40,7425,,Array,vocab_task,Array,,,2
,survey-multi-choice,19,248651,0.0-2.0-17.0,669855,2023/10/18 15:36,2023/10/18 15:40,8506,,Array,vocab_task,Array,,,1
,survey-multi-choice,20,260402,0.0-2.0-18.0,669855,2023/10/18 15:36,2023/10/18 15:40,11758,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,278519,0.0-2.0-19.0,669855,2023/10/18 15:36,2023/10/18 15:40,18115,,Array,vocab_task,Array,,,2
,html-keyboard-response,22,281388,0.0-3.0,669855,2023/10/18 15:36,2023/10/18 15:40,2866,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,5370,0.0-0.0,62735,2023/10/18 15:36,2023/10/18 15:42,,,,,,,,0
,html-keyboard-response,1,11175,0.0-1.0,62735,2023/10/18 15:36,2023/10/18 15:42,5802,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,26530,0.0-2.0-0.0,62735,2023/10/18 15:36,2023/10/18 15:42,15352,,Array,vocab_task,Array,,,1
,survey-multi-choice,3,39329,0.0-2.0-1.0,62735,2023/10/18 15:36,2023/10/18 15:42,12796,,Array,vocab_task,Array,,,1
,survey-multi-choice,4,44577,0.0-2.0-2.0,62735,2023/10/18 15:36,2023/10/18 15:42,5245,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,75232,0.0-2.0-3.0,62735,2023/10/18 15:36,2023/10/18 15:42,30653,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,81112,0.0-2.0-4.0,62735,2023/10/18 15:36,2023/10/18 15:42,5877,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,89991,0.0-2.0-5.0,62735,2023/10/18 15:36,2023/10/18 15:42,8877,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,102808,0.0-2.0-6.0,62735,2023/10/18 15:36,2023/10/18 15:42,12815,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,118120,0.0-2.0-7.0,62735,2023/10/18 15:36,2023/10/18 15:42,15309,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,139464,0.0-2.0-8.0,62735,2023/10/18 15:36,2023/10/18 15:42,21342,,Array,vocab_task,Array,,,1
,survey-multi-choice,11,149375,0.0-2.0-9.0,62735,2023/10/18 15:36,2023/10/18 15:42,9909,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,163455,0.0-2.0-10.0,62735,2023/10/18 15:36,2023/10/18 15:42,14078,,Array,vocab_task,Array,,,2
,survey-multi-choice,13,172815,0.0-2.0-11.0,62735,2023/10/18 15:36,2023/10/18 15:42,9357,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,181423,0.0-2.0-12.0,62735,2023/10/18 15:36,2023/10/18 15:42,8606,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,192151,0.0-2.0-13.0,62735,2023/10/18 15:36,2023/10/18 15:42,10725,,Array,vocab_task,Array,,,2
,survey-multi-choice,16,215335,0.0-2.0-14.0,62735,2023/10/18 15:36,2023/10/18 15:42,23182,,Array,vocab_task,Array,,,1
,survey-multi-choice,17,223950,0.0-2.0-15.0,62735,2023/10/18 15:36,2023/10/18 15:42,8612,,Array,vocab_task,Array,,,2
,survey-multi-choice,18,230711,0.0-2.0-16.0,62735,2023/10/18 15:36,2023/10/18 15:42,6759,,Array,vocab_task,Array,,,2
,survey-multi-choice,19,264982,0.0-2.0-17.0,62735,2023/10/18 15:36,2023/10/18 15:42,34269,,Array,vocab_task,Array,,,2
,survey-multi-choice,20,300238,0.0-2.0-18.0,62735,2023/10/18 15:36,2023/10/18 15:42,35254,,Array,vocab_task,Array,,,1
,survey-multi-choice,21,324045,0.0-2.0-19.0,62735,2023/10/18 15:36,2023/10/18 15:42,23805,,Array,vocab_task,Array,,,2
,html-keyboard-response,22,326586,0.0-3.0,62735,2023/10/18 15:36,2023/10/18 15:42,2538,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,4375,0.0-0.0,1526455,2023/10/18 15:39,2023/10/18 15:42,,,,,,,,0
,html-keyboard-response,1,13267,0.0-1.0,1526455,2023/10/18 15:39,2023/10/18 15:42,8890,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,27982,0.0-2.0-0.0,1526455,2023/10/18 15:39,2023/10/18 15:42,14712,,Array,vocab_task,Array,,,0
,survey-multi-choice,3,33318,0.0-2.0-1.0,1526455,2023/10/18 15:39,2023/10/18 15:42,5333,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,39020,0.0-2.0-2.0,1526455,2023/10/18 15:39,2023/10/18 15:42,5700,,Array,vocab_task,Array,,,2
,survey-multi-choice,5,46248,0.0-2.0-3.0,1526455,2023/10/18 15:39,2023/10/18 15:42,7226,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,57684,0.0-2.0-4.0,1526455,2023/10/18 15:39,2023/10/18 15:42,11434,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,65872,0.0-2.0-5.0,1526455,2023/10/18 15:39,2023/10/18 15:42,8186,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,77460,0.0-2.0-6.0,1526455,2023/10/18 15:39,2023/10/18 15:42,11586,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,86904,0.0-2.0-7.0,1526455,2023/10/18 15:39,2023/10/18 15:42,9442,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,99578,0.0-2.0-8.0,1526455,2023/10/18 15:39,2023/10/18 15:42,12672,,Array,vocab_task,Array,,,2
,survey-multi-choice,11,106156,0.0-2.0-9.0,1526455,2023/10/18 15:39,2023/10/18 15:42,6576,,Array,vocab_task,Array,,,1
,survey-multi-choice,12,111828,0.0-2.0-10.0,1526455,2023/10/18 15:39,2023/10/18 15:42,5671,,Array,vocab_task,Array,,,2
,survey-multi-choice,13,125446,0.0-2.0-11.0,1526455,2023/10/18 15:39,2023/10/18 15:42,13616,,Array,vocab_task,Array,,,2
,survey-multi-choice,14,133806,0.0-2.0-12.0,1526455,2023/10/18 15:39,2023/10/18 15:42,8358,,Array,vocab_task,Array,,,2
,survey-multi-choice,15,139562,0.0-2.0-13.0,1526455,2023/10/18 15:39,2023/10/18 15:42,5755,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,148454,0.0-2.0-14.0,1526455,2023/10/18 15:39,2023/10/18 15:42,8890,,Array,vocab_task,Array,,,1
,survey-multi-choice,17,161760,0.0-2.0-15.0,1526455,2023/10/18 15:39,2023/10/18 15:42,13304,,Array,vocab_task,Array,,,0
,survey-multi-choice,18,169692,0.0-2.0-16.0,1526455,2023/10/18 15:39,2023/10/18 15:42,7930,,Array,vocab_task,Array,,,1
,survey-multi-choice,19,178888,0.0-2.0-17.0,1526455,2023/10/18 15:39,2023/10/18 15:42,9194,,Array,vocab_task,Array,,,2
,survey-multi-choice,20,193897,0.0-2.0-18.0,1526455,2023/10/18 15:39,2023/10/18 15:42,15006,,Array,vocab_task,Array,,,2
,survey-multi-choice,21,203983,0.0-2.0-19.0,1526455,2023/10/18 15:39,2023/10/18 15:42,10084,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,206154,0.0-3.0,1526455,2023/10/18 15:39,2023/10/18 15:42,2170,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,3118,0.0-0.0,5057931,2023/10/18 15:43,2023/10/18 15:45,,,,,,,,0
,html-keyboard-response,1,7717,0.0-1.0,5057931,2023/10/18 15:43,2023/10/18 15:45,4593,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,13286,0.0-2.0-0.0,5057931,2023/10/18 15:43,2023/10/18 15:45,5565,,Array,vocab_task,Array,,,0
,survey-multi-choice,3,15925,0.0-2.0-1.0,5057931,2023/10/18 15:43,2023/10/18 15:45,2629,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,19380,0.0-2.0-2.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3443,,Array,vocab_task,Array,,,0
,survey-multi-choice,5,24057,0.0-2.0-3.0,5057931,2023/10/18 15:43,2023/10/18 15:45,4667,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,27552,0.0-2.0-4.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3486,,Array,vocab_task,Array,,,2
,survey-multi-choice,7,33861,0.0-2.0-5.0,5057931,2023/10/18 15:43,2023/10/18 15:45,6301,,Array,vocab_task,Array,,,2
,survey-multi-choice,8,40214,0.0-2.0-6.0,5057931,2023/10/18 15:43,2023/10/18 15:45,6343,,Array,vocab_task,Array,,,2
,survey-multi-choice,9,45786,0.0-2.0-7.0,5057931,2023/10/18 15:43,2023/10/18 15:45,5561,,Array,vocab_task,Array,,,2
,survey-multi-choice,10,53602,0.0-2.0-8.0,5057931,2023/10/18 15:43,2023/10/18 15:45,7806,,Array,vocab_task,Array,,,0
,survey-multi-choice,11,61660,0.0-2.0-9.0,5057931,2023/10/18 15:43,2023/10/18 15:45,8049,,Array,vocab_task,Array,,,2
,survey-multi-choice,12,65094,0.0-2.0-10.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3424,,Array,vocab_task,Array,,,1
,survey-multi-choice,13,68661,0.0-2.0-11.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3557,,Array,vocab_task,Array,,,0
,survey-multi-choice,14,73156,0.0-2.0-12.0,5057931,2023/10/18 15:43,2023/10/18 15:45,4485,,Array,vocab_task,Array,,,0
,survey-multi-choice,15,78216,0.0-2.0-13.0,5057931,2023/10/18 15:43,2023/10/18 15:45,5050,,Array,vocab_task,Array,,,1
,survey-multi-choice,16,82345,0.0-2.0-14.0,5057931,2023/10/18 15:43,2023/10/18 15:45,4121,,Array,vocab_task,Array,,,1
,survey-multi-choice,17,87908,0.0-2.0-15.0,5057931,2023/10/18 15:43,2023/10/18 15:45,5553,,Array,vocab_task,Array,,,1
,survey-multi-choice,18,91719,0.0-2.0-16.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3802,,Array,vocab_task,Array,,,0
,survey-multi-choice,19,97845,0.0-2.0-17.0,5057931,2023/10/18 15:43,2023/10/18 15:45,6118,,Array,vocab_task,Array,,,1
,survey-multi-choice,20,101681,0.0-2.0-18.0,5057931,2023/10/18 15:43,2023/10/18 15:45,3827,,Array,vocab_task,Array,,,0
,survey-multi-choice,21,105769,0.0-2.0-19.0,5057931,2023/10/18 15:43,2023/10/18 15:45,4078,,Array,vocab_task,Array,,,0
,html-keyboard-response,22,108483,0.0-3.0,5057931,2023/10/18 15:43,2023/10/18 15:45,2706,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押したのち、画面を閉じてください。</p>, ,vocab_debrief,,,,0
1,fullscreen,0,3578,0.0-0.0,3366361,2023/10/18 15:41,2023/10/18 15:45,,,,,,,,0
,html-keyboard-response,1,10718,0.0-1.0,3366361,2023/10/18 15:41,2023/10/18 15:45,7137,<p style='text-algin:left'>これから、20個の単語についてその意味をおききします。</p><p style='text-algin:left'>語の意味を表すものとして、<u>最も適切なもの</u>をひとつ選択してください。</p><p><br><br></br><p style='text-algin:left'>準備ができたらスペーキーを押して、課題をはじめてください。</p>, ,vocab_instruction,,,,0
,survey-multi-choice,2,28322,0.0-2.0-0.0,3366361,2023/10/18 15:41,2023/10/18 15:45,17600,,Array,vocab_task,Array,,,0
,survey-multi-choice,3,34205,0.0-2.0-1.0,3366361,2023/10/18 15:41,2023/10/18 15:45,5877,,Array,vocab_task,Array,,,2
,survey-multi-choice,4,40371,0.0-2.0-2.0,3366361,2023/10/18 15:41,2023/10/18 15:45,6162,,Array,vocab_task,Array,,,0
,survey-multi-choice,5,48388,0.0-2.0-3.0,3366361,2023/10/18 15:41,2023/10/18 15:45,8011,,Array,vocab_task,Array,,,2
,survey-multi-choice,6,55021,0.0-2.0-4.0,3366361,2023/10/18 15:41,2023/10/18 15:45,6627,,Array,vocab_task,Array,,,0
,survey-multi-choice,7,62271,0.0-2.0-5.0,3366361,2023/10/18 15:41,2023/10/18 15:45,7243,,Array,vocab_task,Array,,,2
